"Plot Title: Schoorbakkebrug"
"#","Date Time, GMT+01:00","High Range, μS/cm (LGR S/N: 20844998, SEN S/N: 20844998)","Temp, °C (LGR S/N: 20844998, SEN S/N: 20844998)","Coupler Detached (LGR S/N: 20844998)","Coupler Attached (LGR S/N: 20844998)","Host Connected (LGR S/N: 20844998)","Stopped (LGR S/N: 20844998)","End Of File (LGR S/N: 20844998)"
1,03/03/22 12:41:22 PM,76.3,11.59,,,,,
2,03/03/22 12:41:42 PM,,,Logged,,,,
3,03/03/22 01:11:22 PM,617.7,7.46,,,,,
4,03/03/22 01:41:22 PM,619.9,7.50,,,,,
5,03/03/22 02:11:22 PM,623.1,7.68,,,,,
6,03/03/22 02:41:22 PM,626.3,7.91,,,,,
7,03/03/22 03:11:22 PM,625.2,7.84,,,,,
8,03/03/22 03:41:22 PM,624.7,7.84,,,,,
9,03/03/22 04:11:22 PM,625.2,7.92,,,,,
10,03/03/22 04:41:22 PM,625.8,7.97,,,,,
11,03/03/22 05:11:22 PM,625.2,8.01,,,,,
12,03/03/22 05:41:22 PM,625.2,7.93,,,,,
13,03/03/22 06:11:22 PM,626.3,8.00,,,,,
14,03/03/22 06:41:22 PM,625.8,7.89,,,,,
15,03/03/22 07:11:22 PM,625.8,7.88,,,,,
16,03/03/22 07:41:22 PM,625.2,7.82,,,,,
17,03/03/22 08:11:22 PM,624.2,7.78,,,,,
18,03/03/22 08:41:22 PM,623.6,7.78,,,,,
19,03/03/22 09:11:22 PM,620.4,7.71,,,,,
20,03/03/22 09:41:22 PM,618.3,7.68,,,,,
21,03/03/22 10:11:22 PM,617.2,7.65,,,,,
22,03/03/22 10:41:22 PM,616.1,7.64,,,,,
23,03/03/22 11:11:22 PM,614.0,7.59,,,,,
24,03/03/22 11:41:22 PM,612.9,7.57,,,,,
25,03/04/22 12:11:22 AM,611.8,7.55,,,,,
26,03/04/22 12:41:22 AM,610.7,7.51,,,,,
27,03/04/22 01:11:22 AM,609.1,7.47,,,,,
28,03/04/22 01:41:22 AM,608.6,7.45,,,,,
29,03/04/22 02:11:22 AM,608.6,7.45,,,,,
30,03/04/22 02:41:22 AM,608.1,7.41,,,,,
31,03/04/22 03:11:22 AM,608.1,7.40,,,,,
32,03/04/22 03:41:22 AM,608.1,7.36,,,,,
33,03/04/22 04:11:22 AM,607.0,7.32,,,,,
34,03/04/22 04:41:22 AM,607.0,7.31,,,,,
35,03/04/22 05:11:22 AM,605.9,7.26,,,,,
36,03/04/22 05:41:22 AM,606.5,7.31,,,,,
37,03/04/22 06:11:22 AM,605.9,7.31,,,,,
38,03/04/22 06:41:22 AM,605.4,7.26,,,,,
39,03/04/22 07:11:22 AM,603.8,7.21,,,,,
40,03/04/22 07:41:22 AM,602.7,7.17,,,,,
41,03/04/22 08:11:22 AM,602.7,7.17,,,,,
42,03/04/22 08:41:22 AM,602.7,7.18,,,,,
43,03/04/22 09:11:22 AM,602.2,7.17,,,,,
44,03/04/22 09:41:22 AM,602.7,7.21,,,,,
45,03/04/22 10:11:22 AM,604.9,7.35,,,,,
46,03/04/22 10:41:22 AM,605.9,7.40,,,,,
47,03/04/22 11:11:22 AM,608.6,7.52,,,,,
48,03/04/22 11:41:22 AM,610.2,7.57,,,,,
49,03/04/22 12:11:22 PM,611.3,7.56,,,,,
50,03/04/22 12:41:22 PM,612.9,7.66,,,,,
51,03/04/22 01:11:22 PM,616.1,7.87,,,,,
52,03/04/22 01:41:22 PM,618.8,7.98,,,,,
53,03/04/22 02:11:22 PM,620.9,8.05,,,,,
54,03/04/22 02:41:22 PM,624.2,8.26,,,,,
55,03/04/22 03:11:22 PM,622.0,8.20,,,,,
56,03/04/22 03:41:22 PM,620.9,8.16,,,,,
57,03/04/22 04:11:22 PM,620.9,8.19,,,,,
58,03/04/22 04:41:22 PM,622.6,8.30,,,,,
59,03/04/22 05:11:22 PM,621.5,8.22,,,,,
60,03/04/22 05:41:22 PM,623.6,7.98,,,,,
61,03/04/22 06:11:22 PM,624.2,8.16,,,,,
62,03/04/22 06:41:22 PM,622.6,8.21,,,,,
63,03/04/22 07:11:22 PM,622.6,8.25,,,,,
64,03/04/22 07:41:22 PM,620.4,8.12,,,,,
65,03/04/22 08:11:22 PM,622.6,8.22,,,,,
66,03/04/22 08:41:22 PM,623.1,8.24,,,,,
67,03/04/22 09:11:22 PM,623.1,8.24,,,,,
68,03/04/22 09:41:22 PM,623.6,8.22,,,,,
69,03/04/22 10:11:22 PM,623.6,8.17,,,,,
70,03/04/22 10:41:22 PM,622.6,8.12,,,,,
71,03/04/22 11:11:22 PM,621.5,8.08,,,,,
72,03/04/22 11:41:22 PM,622.6,8.02,,,,,
73,03/05/22 12:11:22 AM,620.9,8.02,,,,,
74,03/05/22 12:41:22 AM,622.0,8.01,,,,,
75,03/05/22 01:11:22 AM,622.6,8.00,,,,,
76,03/05/22 01:41:22 AM,624.2,7.97,,,,,
77,03/05/22 02:11:22 AM,625.8,7.96,,,,,
78,03/05/22 02:41:22 AM,626.3,7.98,,,,,
79,03/05/22 03:11:22 AM,630.1,8.00,,,,,
80,03/05/22 03:41:22 AM,629.5,8.00,,,,,
81,03/05/22 04:11:22 AM,630.1,7.97,,,,,
82,03/05/22 04:41:22 AM,632.2,7.97,,,,,
83,03/05/22 05:11:22 AM,633.3,7.98,,,,,
84,03/05/22 05:41:22 AM,632.2,7.97,,,,,
85,03/05/22 06:11:22 AM,635.5,7.97,,,,,
86,03/05/22 06:41:22 AM,631.7,7.94,,,,,
87,03/05/22 07:11:22 AM,630.1,7.93,,,,,
88,03/05/22 07:41:22 AM,628.5,7.92,,,,,
89,03/05/22 08:11:22 AM,625.8,7.88,,,,,
90,03/05/22 08:41:22 AM,625.8,7.86,,,,,
91,03/05/22 09:11:22 AM,629.0,7.88,,,,,
92,03/05/22 09:41:22 AM,632.2,7.89,,,,,
93,03/05/22 10:11:22 AM,634.4,7.92,,,,,
94,03/05/22 10:41:22 AM,635.5,7.93,,,,,
95,03/05/22 11:11:22 AM,637.1,7.93,,,,,
96,03/05/22 11:41:22 AM,640.3,7.94,,,,,
97,03/05/22 12:11:22 PM,641.9,7.98,,,,,
98,03/05/22 12:41:22 PM,644.6,8.03,,,,,
99,03/05/22 01:11:22 PM,649.0,8.16,,,,,
100,03/05/22 01:41:22 PM,651.7,8.22,,,,,
101,03/05/22 02:11:22 PM,660.3,8.12,,,,,
102,03/05/22 02:41:22 PM,661.9,8.43,,,,,
103,03/05/22 03:11:22 PM,665.2,8.45,,,,,
104,03/05/22 03:41:22 PM,664.6,8.45,,,,,
105,03/05/22 04:11:22 PM,665.2,8.45,,,,,
106,03/05/22 04:41:22 PM,667.9,8.42,,,,,
107,03/05/22 05:11:22 PM,670.6,8.36,,,,,
108,03/05/22 05:41:22 PM,669.0,8.34,,,,,
109,03/05/22 06:11:22 PM,670.1,8.30,,,,,
110,03/05/22 06:41:22 PM,672.2,8.28,,,,,
111,03/05/22 07:11:22 PM,675.0,8.24,,,,,
112,03/05/22 07:41:22 PM,667.9,8.17,,,,,
113,03/05/22 08:11:22 PM,671.2,8.20,,,,,
